temp,dew point,humidity,wind speed,datetime
47,34,61,0,2024-02-26 22:51:00
46,35,66,6,2024-02-26 23:51:00
51,47,86,12,2024-02-27 00:37:00
50,47,89,10,2024-02-27 00:51:00
40,34,79,7,2024-02-27 01:51:00
39,34,82,5,2024-02-27 02:51:00
39,34,82,6,2024-02-27 03:51:00
38,33,83,6,2024-02-27 04:51:00
38,34,86,7,2024-02-27 05:51:00
39,35,86,8,2024-02-27 06:41:00
39,36,87,8,2024-02-27 06:45:00
39,35,86,7,2024-02-27 06:51:00
39,35,86,8,2024-02-27 07:09:00
40,36,86,6,2024-02-27 07:24:00
40,36,86,7,2024-02-27 07:29:00
40,36,86,8,2024-02-27 07:51:00
40,36,86,8,2024-02-27 07:53:00
40,37,89,9,2024-02-27 08:51:00
40,37,89,12,2024-02-27 09:51:00
41,38,89,12,2024-02-27 10:51:00
41,39,93,9,2024-02-27 11:08:00
41,38,89,15,2024-02-27 11:51:00
43,39,87,16,2024-02-27 12:45:00
44,39,82,16,2024-02-27 12:51:00
43,38,82,15,2024-02-27 12:56:00
45,38,76,15,2024-02-27 13:51:00
46,39,76,12,2024-02-27 14:51:00
53,40,61,14,2024-02-27 15:51:00
51,40,66,8,2024-02-27 16:51:00
50,40,68,16,2024-02-27 17:51:00
50,41,71,13,2024-02-27 18:51:00
50,44,80,10,2024-02-27 19:51:00
49,45,86,7,2024-02-27 20:51:00
50,47,89,13,2024-02-27 21:51:00
51,47,86,15,2024-02-27 22:27:00
50,47,89,15,2024-02-27 22:35:00
50,46,86,16,2024-02-27 22:51:00
51,47,86,13,2024-02-27 23:21:00
51,47,86,14,2024-02-27 23:51:00
44,25,47,30,2024-02-28 00:51:00
50,47,89,7,2024-02-28 01:35:00
50,46,86,9,2024-02-28 01:51:00
50,46,86,7,2024-02-28 02:51:00
50,47,89,13,2024-02-28 03:42:00
50,46,86,14,2024-02-28 03:51:00
50,46,86,13,2024-02-28 04:31:00
49,46,90,16,2024-02-28 04:51:00
49,46,90,14,2024-02-28 05:51:00
48,46,93,10,2024-02-28 06:45:00
49,46,90,8,2024-02-28 06:51:00
49,46,90,8,2024-02-28 07:51:00
50,47,89,9,2024-02-28 08:51:00
50,47,89,14,2024-02-28 09:42:00
51,47,86,9,2024-02-28 09:51:00
51,47,86,10,2024-02-28 09:56:00
50,47,89,14,2024-02-28 10:00:00
50,46,86,10,2024-02-28 10:51:00
50,47,89,10,2024-02-28 11:51:00
52,48,86,13,2024-02-28 12:40:00
52,48,86,9,2024-02-28 12:51:00
53,49,86,12,2024-02-28 13:51:00
53,48,83,12,2024-02-28 14:51:00
53,49,86,13,2024-02-28 15:51:00
55,49,80,8,2024-02-28 16:19:00
53,48,83,13,2024-02-28 16:51:00
53,48,83,9,2024-02-28 17:51:00
53,49,86,13,2024-02-28 18:51:00
54,49,83,10,2024-02-28 19:51:00
55,50,83,9,2024-02-28 20:03:00
53,49,86,12,2024-02-28 20:51:00
60,53,78,20,2024-02-28 21:51:00
58,46,65,26,2024-02-28 22:29:00
55,42,62,28,2024-02-28 22:51:00
47,32,56,24,2024-02-28 23:51:00
34,11,38,10,2024-02-29 00:51:00
40,17,40,37,2024-02-29 01:51:00
37,16,42,28,2024-02-29 02:51:00
35,13,40,28,2024-02-29 03:51:00
33,15,48,25,2024-02-29 04:51:00
32,13,45,21,2024-02-29 05:51:00
33,11,40,20,2024-02-29 06:51:00
32,10,40,17,2024-02-29 07:51:00
32,11,42,21,2024-02-29 08:51:00
33,10,38,17,2024-02-29 09:51:00
35,11,37,16,2024-02-29 10:51:00
36,9,33,18,2024-02-29 11:51:00
36,10,34,20,2024-02-29 12:51:00
38,9,30,21,2024-02-29 13:51:00
40,11,31,22,2024-02-29 14:42:00
39,9,29,18,2024-02-29 14:51:00
40,11,31,16,2024-02-29 15:51:00
41,8,26,18,2024-02-29 16:51:00
41,7,25,15,2024-02-29 17:51:00
40,10,29,13,2024-02-29 18:31:00
39,11,32,15,2024-02-29 18:51:00
39,10,30,12,2024-02-29 19:51:00
38,10,32,14,2024-02-29 20:51:00
37,11,34,13,2024-02-29 21:51:00
37,10,33,13,2024-02-29 22:51:00
36,12,37,14,2024-02-29 23:51:00
42,32,67,8,2024-03-01 00:51:00
33,11,40,13,2024-03-01 01:51:00
32,11,42,13,2024-03-01 02:51:00
32,10,40,9,2024-03-01 03:51:00
31,11,43,13,2024-03-01 04:51:00
31,11,43,10,2024-03-01 05:51:00
31,11,43,6,2024-03-01 06:51:00
31,12,46,6,2024-03-01 07:51:00
33,12,42,5,2024-03-01 08:51:00
35,13,40,8,2024-03-01 09:51:00
38,14,38,mph,2024-03-01 10:51:00
40,14,35,7,2024-03-01 11:51:00
42,13,31,6,2024-03-01 12:51:00
43,16,34,10,2024-03-01 13:51:00
43,17,35,14,2024-03-01 14:51:00
42,19,40,18,2024-03-01 15:51:00
42,20,41,16,2024-03-01 16:51:00
41,22,47,13,2024-03-01 17:51:00
41,24,51,14,2024-03-01 18:51:00
41,26,55,12,2024-03-01 19:51:00
41,28,60,13,2024-03-01 20:51:00
41,28,60,12,2024-03-01 21:51:00
41,29,62,9,2024-03-01 22:51:00
41,31,67,10,2024-03-01 23:51:00
48,45,89,9,2024-03-02 00:51:00
42,33,70,9,2024-03-02 01:51:00
42,34,73,10,2024-03-02 02:51:00
43,34,71,7,2024-03-02 03:51:00
43,35,74,5,2024-03-02 04:51:00
42,36,79,6,2024-03-02 05:51:00
41,36,82,8,2024-03-02 06:51:00
41,36,82,9,2024-03-02 07:51:00
41,36,82,10,2024-03-02 08:51:00
41,37,86,10,2024-03-02 09:04:00
41,37,86,12,2024-03-02 09:36:00
41,37,86,9,2024-03-02 09:51:00
41,38,89,10,2024-03-02 10:51:00
41,38,89,12,2024-03-02 11:51:00
42,39,89,12,2024-03-02 12:51:00
42,39,89,14,2024-03-02 13:17:00
42,39,89,14,2024-03-02 13:51:00
44,41,89,12,2024-03-02 14:51:00
44,41,89,13,2024-03-02 15:17:00
44,41,89,13,2024-03-02 15:43:00
44,41,89,13,2024-03-02 15:51:00
45,42,90,15,2024-03-02 15:59:00
45,43,93,14,2024-03-02 16:15:00
46,43,89,12,2024-03-02 16:31:00
53,50,89,16,2024-03-02 16:51:00
53,50,89,22,2024-03-02 17:00:00
54,50,86,22,2024-03-02 17:16:00
53,50,89,18,2024-03-02 17:51:00
53,50,89,22,2024-03-02 18:06:00
54,51,90,17,2024-03-02 18:51:00
54,51,90,29,2024-03-02 19:22:00
53,50,89,13,2024-03-02 19:51:00
52,48,88,9,2024-03-02 20:46:00
51,48,89,8,2024-03-02 20:51:00
50,47,89,6,2024-03-02 21:38:00
50,47,89,5,2024-03-02 21:44:00
50,47,89,6,2024-03-02 21:51:00
50,47,89,5,2024-03-02 22:12:00
49,47,93,5,2024-03-02 22:30:00
49,47,93,0,2024-03-02 22:38:00
49,47,93,0,2024-03-02 22:51:00
47,45,93,0,2024-03-02 23:51:00
50,42,74,6,2024-03-03 00:51:00
46,45,93,10,2024-03-03 01:47:00
47,45,93,12,2024-03-03 01:51:00
46,45,93,8,2024-03-03 02:47:00
47,44,90,7,2024-03-03 02:51:00
47,43,86,9,2024-03-03 03:51:00
48,44,86,9,2024-03-03 03:58:00
47,43,86,8,2024-03-03 04:51:00
47,43,86,9,2024-03-03 04:53:00
49,43,80,13,2024-03-03 05:51:00
48,43,83,6,2024-03-03 06:51:00
47,43,86,7,2024-03-03 07:51:00
49,44,83,8,2024-03-03 08:51:00
49,44,83,8,2024-03-03 08:54:00
51,44,77,8,2024-03-03 09:51:00
54,44,69,8,2024-03-03 10:51:00
53,44,71,8,2024-03-03 11:51:00
59,45,60,7,2024-03-03 12:51:00
62,45,53,7,2024-03-03 13:51:00
63,45,52,6,2024-03-03 14:14:00
64,45,50,6,2024-03-03 14:51:00
66,45,47,3,2024-03-03 15:51:00
66,45,47,6,2024-03-03 16:51:00
64,43,46,0,2024-03-03 17:51:00
62,44,52,7,2024-03-03 18:51:00
59,44,58,5,2024-03-03 19:51:00
62,45,53,5,2024-03-03 20:51:00
57,44,62,6,2024-03-03 21:51:00
55,43,64,9,2024-03-03 22:51:00
52,43,71,9,2024-03-03 23:51:00
46,41,83,8,2024-03-04 00:35:00
45,41,86,9,2024-03-04 00:51:00
50,41,71,7,2024-03-04 01:51:00
49,41,74,3,2024-03-04 02:51:00
48,41,77,3,2024-03-04 03:51:00
47,41,80,5,2024-03-04 04:51:00
47,40,77,3,2024-03-04 05:51:00
47,40,77,6,2024-03-04 06:51:00
47,40,77,9,2024-03-04 07:51:00
47,40,77,12,2024-03-04 08:51:00
47,41,80,9,2024-03-04 09:51:00
48,41,77,13,2024-03-04 10:51:00
48,41,77,10,2024-03-04 11:51:00
50,42,74,14,2024-03-04 12:51:00
51,42,71,12,2024-03-04 13:26:00
55,44,67,15,2024-03-04 13:51:00
57,44,62,15,2024-03-04 14:03:00
57,44,62,10,2024-03-04 14:51:00
57,43,59,15,2024-03-04 14:58:00
57,42,57,14,2024-03-04 15:51:00
58,43,58,10,2024-03-04 16:51:00
53,42,66,9,2024-03-04 17:51:00
53,42,66,8,2024-03-04 18:51:00
49,41,74,15,2024-03-04 19:51:00
46,39,76,10,2024-03-04 20:39:00
46,40,79,12,2024-03-04 20:51:00
46,40,79,12,2024-03-04 21:51:00
46,40,79,12,2024-03-04 22:27:00
45,40,82,12,2024-03-04 22:44:00
45,40,82,12,2024-03-04 22:51:00
46,41,83,9,2024-03-04 23:51:00
49,42,77,14,2024-03-05 00:51:00
45,39,81,12,2024-03-05 01:48:00
44,39,82,13,2024-03-05 01:51:00
44,39,82,8,2024-03-05 02:43:00
44,39,82,8,2024-03-05 02:51:00
44,39,82,7,2024-03-05 03:34:00
43,39,86,8,2024-03-05 03:51:00
43,39,86,9,2024-03-05 04:08:00
42,39,89,12,2024-03-05 04:51:00
42,39,89,10,2024-03-05 05:37:00
42,39,89,13,2024-03-05 05:51:00
42,39,89,12,2024-03-05 06:02:00
42,39,89,12,2024-03-05 06:06:00
43,39,87,15,2024-03-05 06:48:00
42,39,89,14,2024-03-05 06:51:00
42,39,89,13,2024-03-05 07:04:00
42,39,89,16,2024-03-05 07:35:00
41,39,93,16,2024-03-05 07:51:00
41,39,93,16,2024-03-05 07:53:00
42,39,89,17,2024-03-05 08:51:00
41,38,89,22,2024-03-05 09:35:00
42,39,89,23,2024-03-05 09:50:00
42,39,89,24,2024-03-05 10:00:00
43,39,87,18,2024-03-05 10:48:00
42,39,89,17,2024-03-05 10:51:00
43,40,89,18,2024-03-05 11:24:00
43,40,89,14,2024-03-05 11:51:00
43,40,89,16,2024-03-05 12:43:00
43,40,89,16,2024-03-05 12:51:00
43,39,86,22,2024-03-05 13:51:00
43,40,89,18,2024-03-05 14:08:00
45,41,86,21,2024-03-05 14:51:00
44,40,85,16,2024-03-05 15:51:00
43,40,89,13,2024-03-05 16:51:00
44,40,85,14,2024-03-05 17:24:00
45,41,86,12,2024-03-05 17:51:00
43,40,89,8,2024-03-05 18:51:00
44,41,89,9,2024-03-05 19:42:00
43,40,89,6,2024-03-05 19:51:00
45,41,86,7,2024-03-05 20:40:00
45,42,90,0,2024-03-05 20:51:00
45,42,90,3,2024-03-05 21:11:00
46,42,86,6,2024-03-05 21:21:00
46,43,89,7,2024-03-05 21:43:00
46,43,89,3,2024-03-05 21:51:00
47,43,86,8,2024-03-05 22:13:00
48,44,86,7,2024-03-05 22:51:00
48,44,86,7,2024-03-05 23:10:00
49,43,80,8,2024-03-05 23:51:00
45,42,90,15,2024-03-06 00:12:00
46,43,89,7,2024-03-06 00:51:00
48,42,80,9,2024-03-06 01:51:00
48,43,83,9,2024-03-06 02:51:00
48,43,83,6,2024-03-06 03:14:00
48,43,83,5,2024-03-06 03:51:00
48,42,80,6,2024-03-06 04:51:00
48,43,83,7,2024-03-06 05:51:00
48,43,83,5,2024-03-06 06:51:00
48,43,83,5,2024-03-06 06:59:00
48,44,86,0,2024-03-06 07:51:00
49,45,86,0,2024-03-06 08:51:00
51,45,80,5,2024-03-06 09:51:00
50,44,80,7,2024-03-06 10:51:00
49,44,83,7,2024-03-06 11:34:00
50,44,80,9,2024-03-06 11:51:00
49,45,86,6,2024-03-06 12:51:00
49,45,86,5,2024-03-06 13:10:00
50,45,83,5,2024-03-06 13:51:00
49,45,86,5,2024-03-06 14:21:00
49,45,86,3,2024-03-06 14:51:00
48,44,86,9,2024-03-06 15:51:00
48,45,89,13,2024-03-06 16:24:00
47,43,86,12,2024-03-06 16:51:00
47,44,90,13,2024-03-06 16:57:00
48,44,86,12,2024-03-06 17:51:00
46,43,89,7,2024-03-06 18:51:00
45,41,86,17,2024-03-06 19:51:00
45,41,86,18,2024-03-06 20:18:00
45,41,86,23,2024-03-06 20:51:00
45,42,90,18,2024-03-06 21:25:00
45,41,86,23,2024-03-06 21:51:00
45,41,86,17,2024-03-06 22:26:00
44,40,85,16,2024-03-06 22:51:00
44,41,89,15,2024-03-06 23:10:00
44,41,89,13,2024-03-06 23:43:00
44,41,89,14,2024-03-06 23:51:00
44,34,68,16,2024-03-07 00:51:00
48,46,93,5,2024-03-07 01:41:00
48,46,93,5,2024-03-07 01:51:00
48,46,93,6,2024-03-07 02:21:00
48,46,93,7,2024-03-07 02:51:00
49,47,93,10,2024-03-07 03:51:00
50,46,86,16,2024-03-07 04:42:00
50,46,86,16,2024-03-07 04:51:00
50,46,86,13,2024-03-07 05:51:00
49,44,83,15,2024-03-07 06:51:00
49,43,80,13,2024-03-07 07:05:00
49,43,80,15,2024-03-07 07:18:00
48,43,83,15,2024-03-07 07:51:00
49,43,80,16,2024-03-07 08:23:00
49,42,77,15,2024-03-07 08:39:00
49,42,77,16,2024-03-07 08:51:00
49,43,80,15,2024-03-07 09:51:00
50,43,77,12,2024-03-07 10:51:00
52,43,71,12,2024-03-07 11:51:00
53,43,69,15,2024-03-07 12:51:00
52,43,71,14,2024-03-07 13:51:00
51,43,74,15,2024-03-07 14:05:00
50,43,77,17,2024-03-07 14:23:00
51,43,74,20,2024-03-07 14:30:00
51,42,71,18,2024-03-07 14:51:00
51,40,66,18,2024-03-07 15:51:00
51,39,63,17,2024-03-07 16:51:00
51,38,61,20,2024-03-07 17:51:00
49,37,64,15,2024-03-07 18:51:00
49,36,61,18,2024-03-07 19:51:00
48,35,61,17,2024-03-07 20:51:00
47,35,63,18,2024-03-07 21:51:00
47,35,63,16,2024-03-07 22:51:00
45,35,68,13,2024-03-07 23:51:00
47,44,90,6,2024-03-09 00:02:00
44,41,89,20,2024-03-09 00:51:00
42,32,67,9,2024-03-09 01:51:00
42,32,67,8,2024-03-09 02:42:00
42,32,67,8,2024-03-09 02:51:00
42,32,67,8,2024-03-09 03:51:00
42,32,67,10,2024-03-09 04:51:00
41,32,70,10,2024-03-09 05:51:00
41,31,67,10,2024-03-09 06:51:00
41,31,67,14,2024-03-09 07:51:00
42,31,65,13,2024-03-09 08:51:00
42,32,67,17,2024-03-09 09:51:00
42,32,67,17,2024-03-09 10:51:00
43,33,68,14,2024-03-09 11:51:00
43,34,71,17,2024-03-09 12:51:00
43,36,76,16,2024-03-09 13:47:00
43,36,76,16,2024-03-09 13:51:00
43,36,76,18,2024-03-09 14:07:00
43,36,76,10,2024-03-09 14:44:00
43,37,80,14,2024-03-09 14:51:00
43,36,76,16,2024-03-09 15:51:00
44,37,76,10,2024-03-09 16:13:00
43,38,82,14,2024-03-09 16:44:00
43,38,82,14,2024-03-09 16:51:00
44,39,82,15,2024-03-09 17:27:00
44,39,82,14,2024-03-09 17:51:00
45,41,86,21,2024-03-09 18:51:00
46,41,83,25,2024-03-09 19:22:00
46,41,83,24,2024-03-09 19:51:00
46,41,83,29,2024-03-09 20:51:00
46,42,86,21,2024-03-09 21:51:00
47,43,86,24,2024-03-09 22:51:00
47,44,90,6,2024-03-09 23:51:00
44,41,89,15,2024-03-10 01:51:00
45,43,93,6,2024-03-10 03:46:00
45,43,93,3,2024-03-10 03:51:00
38,23,55,23,2024-03-11 00:51:00
37,23,57,17,2024-03-11 01:04:00
36,23,59,23,2024-03-11 01:51:00
37,21,52,22,2024-03-11 02:47:00
37,20,50,24,2024-03-11 02:51:00
37,21,52,24,2024-03-11 03:51:00
37,21,52,33,2024-03-11 04:51:00
38,21,51,20,2024-03-11 05:51:00
38,22,53,21,2024-03-11 06:51:00
39,22,50,22,2024-03-11 07:51:00
39,22,50,25,2024-03-11 08:51:00
39,22,50,29,2024-03-11 09:51:00
42,21,43,30,2024-03-11 10:51:00
44,20,38,32,2024-03-11 11:51:00
47,17,30,29,2024-03-11 12:51:00
48,15,27,38,2024-03-11 13:51:00
50,16,26,25,2024-03-11 14:51:00
50,14,24,30,2024-03-11 15:51:00
51,12,21,26,2024-03-11 16:51:00
51,14,23,30,2024-03-11 17:51:00
50,15,25,20,2024-03-11 18:51:00
49,16,27,21,2024-03-11 19:51:00
48,18,30,16,2024-03-11 20:51:00
47,15,28,25,2024-03-11 21:51:00
46,16,30,20,2024-03-11 22:51:00
46,15,29,28,2024-03-11 23:51:00
46,15,29,21,2024-03-12 00:51:00
46,14,28,21,2024-03-12 01:51:00
46,15,29,18,2024-03-12 02:51:00
45,15,30,16,2024-03-12 03:51:00
46,15,29,14,2024-03-12 04:51:00
45,17,33,12,2024-03-12 05:51:00
46,19,34,12,2024-03-12 06:51:00
47,20,34,18,2024-03-12 07:51:00
49,21,33,13,2024-03-12 08:51:00
50,22,33,14,2024-03-12 09:51:00
53,25,34,15,2024-03-12 10:51:00
55,28,35,17,2024-03-12 11:51:00
58,28,32,7,2024-03-12 12:51:00
62,28,28,18,2024-03-12 13:51:00
61,29,30,21,2024-03-12 14:51:00
63,28,27,16,2024-03-12 15:51:00
64,28,26,17,2024-03-12 16:51:00
63,29,28,18,2024-03-12 17:51:00
61,29,30,14,2024-03-12 18:51:00
59,30,33,9,2024-03-12 19:51:00
59,30,33,9,2024-03-12 20:51:00
58,30,35,5,2024-03-12 21:51:00
57,29,34,6,2024-03-12 22:51:00
54,29,38,5,2024-03-12 23:51:00
51,31,46,5,2024-03-13 00:51:00
49,32,52,0,2024-03-13 01:51:00
47,33,59,7,2024-03-13 02:51:00
45,33,63,0,2024-03-13 03:51:00
45,32,60,3,2024-03-13 04:51:00
44,31,60,0,2024-03-13 05:51:00
47,31,54,0,2024-03-13 06:51:00
50,32,50,5,2024-03-13 07:51:00
53,30,41,0,2024-03-13 08:51:00
56,29,36,0,2024-03-13 09:51:00
58,31,36,3,2024-03-13 10:51:00
60,27,28,10,2024-03-13 11:51:00
0,0,0,12,2024-03-13 12:51:00
58,29,33,9,2024-03-13 13:51:00
59,27,29,10,2024-03-13 14:51:00
60,25,26,13,2024-03-13 15:51:00
59,28,31,14,2024-03-13 16:51:00
56,30,37,12,2024-03-13 17:51:00
53,35,50,9,2024-03-13 18:51:00
51,37,59,7,2024-03-13 19:51:00
50,38,63,7,2024-03-13 20:51:00
50,39,66,7,2024-03-13 21:51:00
47,39,74,5,2024-03-13 22:51:00
46,39,76,5,2024-03-13 23:51:00
46,39,76,5,2024-03-14 00:51:00
45,39,80,7,2024-03-14 01:51:00
44,39,82,5,2024-03-14 02:51:00
44,39,82,8,2024-03-14 03:51:00
44,38,79,7,2024-03-14 04:51:00
44,37,76,7,2024-03-14 05:51:00
44,37,76,6,2024-03-14 06:51:00
45,38,76,7,2024-03-14 07:51:00
46,38,73,6,2024-03-14 08:51:00
50,41,71,0,2024-03-14 09:51:00
55,41,59,0,2024-03-14 10:51:00
63,40,43,0,2024-03-14 11:51:00
67,34,30,0,2024-03-14 12:51:00
69,34,27,3,2024-03-14 13:51:00
71,36,28,7,2024-03-14 14:51:00
71,38,30,9,2024-03-14 15:36:00
71,38,30,12,2024-03-14 15:51:00
69,38,32,15,2024-03-14 16:51:00
61,38,42,15,2024-03-14 17:51:00
58,39,49,13,2024-03-14 18:51:00
56,38,51,14,2024-03-14 19:51:00
55,38,53,10,2024-03-14 20:51:00
54,38,55,8,2024-03-14 21:51:00
53,38,57,8,2024-03-14 22:51:00
53,39,59,7,2024-03-14 23:51:00
53,39,59,6,2024-03-15 00:51:00
53,40,61,6,2024-03-15 01:51:00
51,39,63,0,2024-03-15 02:51:00
51,42,71,8,2024-03-15 03:51:00
51,43,74,0,2024-03-15 04:51:00
59,41,51,6,2024-03-15 05:51:00
60,41,49,8,2024-03-15 06:51:00
61,41,48,8,2024-03-15 07:51:00
61,43,52,15,2024-03-15 08:51:00
63,46,54,16,2024-03-15 09:51:00
64,48,56,12,2024-03-15 10:51:00
68,50,52,9,2024-03-15 11:51:00
69,49,49,23,2024-03-15 12:51:00
68,48,49,15,2024-03-15 13:51:00
68,46,45,16,2024-03-15 14:51:00
69,41,36,21,2024-03-15 15:51:00
