Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth,Lat,Lon,Elevation,City
2023-04-18,79,61,70.0,1.4,0,5,T,0.0,0,30.18,-97.68,486,Austin
2023-04-19,80,69,74.5,5.7,0,10,0.00,0.0,0,30.18,-97.68,486,Austin
2023-04-20,87,65,76.0,7.0,0,11,0.92,0.0,0,30.18,-97.68,486,Austin
2023-04-21,78,55,66.5,-2.7,0,2,0.02,0.0,0,30.18,-97.68,486,Austin
2023-04-22,78,49,63.5,-6.0,1,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-04-23,66,51,58.5,-11.2,6,0,0.02,0.0,0,30.18,-97.68,486,Austin
2023-04-24,69,53,61.0,-8.9,4,0,T,0.0,0,30.18,-97.68,486,Austin
2023-04-25,75,59,67.0,-3.2,0,2,0.27,0.0,0,30.18,-97.68,486,Austin
2023-04-26,84,62,73.0,2.6,0,8,0.69,0.0,0,30.18,-97.68,486,Austin
2023-04-27,80,56,68.0,-2.7,0,3,0.14,0.0,0,30.18,-97.68,486,Austin
2023-04-28,83,54,68.5,-2.4,0,4,0.45,0.0,0,30.18,-97.68,486,Austin
2023-04-29,75,49,62.0,-9.2,3,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-04-30,86,48,67.0,-4.4,0,2,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-01,84,69,76.5,19.2,0,12,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-02,81,56,68.5,10.9,0,4,0.68,0.0,0,30.18,-97.68,486,Austin
2023-03-03,73,46,59.5,1.7,5,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-04,78,37,57.5,-0.5,7,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-05,78,46,62.0,3.7,3,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-06,81,57,69.0,10.5,0,4,T,0.0,0,30.18,-97.68,486,Austin
2023-03-07,80,62,71.0,12.2,0,6,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-08,80,62,71.0,12.0,0,6,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-09,84,59,71.5,12.2,0,7,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-10,73,56,64.5,5.0,0,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-11,88,54,71.0,11.2,0,6,T,0.0,0,30.18,-97.68,486,Austin
2023-03-12,74,58,66.0,6.0,0,1,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-13,68,50,59.0,-1.3,6,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-14,67,45,56.0,-4.6,9,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-15,74,40,57.0,-3.8,8,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-16,81,52,66.5,5.4,0,2,0.88,T,0,30.18,-97.68,486,Austin
2023-03-17,57,41,49.0,-12.3,16,0,0.02,0.0,0,30.18,-97.68,486,Austin
2023-03-18,53,45,49.0,-12.6,16,0,T,0.0,0,30.18,-97.68,486,Austin
2023-03-19,59,36,47.5,-14.3,17,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-20,56,34,45.0,-17.1,20,0,0.01,0.0,0,30.18,-97.68,486,Austin
2023-03-21,69,52,60.5,-1.8,4,0,0.21,0.0,0,30.18,-97.68,486,Austin
2023-03-22,78,68,73.0,10.4,0,8,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-23,81,69,75.0,12.2,0,10,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-24,86,50,68.0,4.9,0,3,0.09,0.0,0,30.18,-97.68,486,Austin
2023-03-25,81,45,63.0,-0.3,2,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-26,80,45,62.5,-1.1,2,0,T,0.0,0,30.18,-97.68,486,Austin
2023-03-27,77,53,65.0,1.2,0,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-28,70,56,63.0,-1.0,2,0,0.01,0.0,0,30.18,-97.68,486,Austin
2023-03-29,72,52,62.0,-2.3,3,0,0.00,0.0,0,30.18,-97.68,486,Austin
2023-03-30,76,60,68.0,3.5,0,3,T,0.0,0,30.18,-97.68,486,Austin
2023-03-31,86,55,70.5,5.8,0,6,T,0.0,0,30.18,-97.68,486,Austin
2023-03-01,57,37,47.0,12.3,18,0,0.07,0.0,0,41.78,-87.76,617,Chicago
2023-03-02,39,34,36.5,1.5,28,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-03,39,32,35.5,0.1,29,0,0.03,T,0,41.78,-87.76,617,Chicago
2023-03-04,50,28,39.0,3.2,26,0,0.01,0.0,0,41.78,-87.76,617,Chicago
2023-03-05,49,30,39.5,3.4,25,0,0.03,0.0,0,41.78,-87.76,617,Chicago
2023-03-06,56,38,47.0,10.5,18,0,0.17,0.0,0,41.78,-87.76,617,Chicago
2023-03-07,44,36,40.0,3.1,25,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-08,46,36,41.0,3.8,24,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-09,41,33,37.0,-0.6,28,0,0.21,0.2,T,41.78,-87.76,617,Chicago
2023-03-10,37,33,35.0,-2.9,30,0,0.07,0.3,T,41.78,-87.76,617,Chicago
2023-03-11,39,33,36.0,-2.3,29,0,0.18,1.1,1,41.78,-87.76,617,Chicago
2023-03-12,37,30,33.5,-5.1,31,0,0.06,0.4,0,41.78,-87.76,617,Chicago
2023-03-13,33,26,29.5,-9.5,35,0,0.03,0.3,0,41.78,-87.76,617,Chicago
2023-03-14,38,22,30.0,-9.3,35,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-15,50,25,37.5,-2.2,27,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-16,52,42,47.0,7.0,18,0,0.25,0.0,0,41.78,-87.76,617,Chicago
2023-03-17,52,23,37.5,-2.8,27,0,0.08,T,0,41.78,-87.76,617,Chicago
2023-03-18,26,13,19.5,-21.2,45,0,T,T,0,41.78,-87.76,617,Chicago
2023-03-19,41,19,30.0,-11.0,35,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-20,52,28,40.0,-1.3,25,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-21,56,37,46.5,4.8,18,0,T,0.0,0,41.78,-87.76,617,Chicago
2023-03-22,53,41,47.0,5.0,18,0,0.11,0.0,0,41.78,-87.76,617,Chicago
2023-03-23,49,37,43.0,0.6,22,0,0.32,0.0,0,41.78,-87.76,617,Chicago
2023-03-24,45,37,41.0,-1.7,24,0,0.02,0.0,0,41.78,-87.76,617,Chicago
2023-03-25,45,35,40.0,-3.0,25,0,0.47,T,0,41.78,-87.76,617,Chicago
2023-03-26,48,34,41.0,-2.4,24,0,0.31,T,0,41.78,-87.76,617,Chicago
2023-03-27,47,32,39.5,-4.2,25,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-28,52,30,41.0,-3.1,24,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-29,43,30,36.5,-7.9,28,0,T,T,0,41.78,-87.76,617,Chicago
2023-03-30,58,27,42.5,-2.2,22,0,0.00,0.0,0,41.78,-87.76,617,Chicago
2023-03-31,70,50,60.0,14.9,5,0,0.42,0.0,0,41.78,-87.76,617,Chicago
