"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT16","WT18"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-19",,,"0.10","0.0","0.0",,"58","41","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-20",,,"0.00","0.0","0.0",,"42","29",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-21",,,"1.18","0.0","0.0",,"49","28",,,,,,,,,"    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-22",,,"0.36","0.0","0.0",,"50","33","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-23",,,"0.17","0.0","0.0",,"43","28",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-24",,,"0.35","0.0","0.0",,"46","35","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-25",,,"0.04","0.0","0.0",,"50","32","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-26",,,"0.38","0.0","0.0",,"37","32","    1",,"    1",,"    1",,"    1",,"    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-27",,,"0.13","0.0","0.0",,"34","30","    1",,,,"    1",,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-28",,,"0.71","0.0","0.0",,"52","34","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-29",,,"0.00","0.0","0.0",,"48","28",,,,,,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-30",,,"0.00","0.0","0.0",,"30","19",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-01-31",,,"0.57","3.0","1.0",,"41","25","    1",,,,"    1",,"    1",,"    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-01",,,"0.00","0.0","0.0",,"35","29",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-02",,,"0.00","0.0","0.0",,"32","23",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-03",,,"0.00","0.0","0.0",,"36","19",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-04",,,"0.35","0.0","0.0",,"39","35","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-05",,,"0.00","0.0","0.0",,"42","28","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-06",,,"0.00","0.0","0.0",,"37","22",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-07",,,"0.26","0.0","0.0",,"50","35","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-08",,,"0.00","0.0","0.0",,"44","28",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-09",,,"0.00","0.0","0.0",,"60","35","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-10",,,"0.13","2.3","2.0",,"40","29",,,,,,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-11",,,"0.00","0.0","0.0",,"36","20",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-12",,,"0.00","0.0","0.0",,"39","16",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-13",,,"0.02","0.0","0.0",,"54","36",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-14",,,"0.00","0.0","0.0",,"55","45","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-15",,,"0.04","0.0","0.0",,"62","44","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-16",,,"0.40","0.0","0.0",,"57","37",,,"    1",,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-17",,,"0.00","0.0","0.0",,"39","27",,,,,,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-18",,,"0.00","0.0","0.0",,"42","24",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-19",,,"0.13","0.0","0.0",,"54","37","    1",,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-20",,,"0.58","0.0","0.0",,"61","40","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-21",,,"0.00","0.0","0.0",,"42","30",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-22",,,"1.00","0.0","0.0",,"46","37","    1",,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-23",,,"0.00","0.0","0.0",,"50","35",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-24",,,"0.00","0.0","0.0",,"48","32",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-25",,,"0.07","0.0","0.0",,"51","41",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-26",,,"0.00","0.0","0.0",,"42","29",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-27",,,"0.00","0.0","0.0",,"39","23",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-02-28",,,"1.35","10.1","8.0",,"37","25","    1",,"    1",,,,,"    1","    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-01",,,"0.02","1.6","5.0",,"38","23",,,,,,,"    1","    1",,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-02",,,"0.00","0.0","4.0",,"37","22",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-03",,,"0.00","0.0","2.0",,"39","24",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-04",,,"0.00","0.0","1.0",,"39","20",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-05",,,"0.00","0.0","0.0",,"50","37",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-06",,,"0.00","0.0","0.0",,"62","41",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-07",,,"0.00","0.0","0.0",,"42","27",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-08",,,"0.00","0.0","0.0",,"50","23",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-09",,,"0.00","0.0","0.0",,"59","33",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-10",,,"0.01","0.0","0.0",,"45","37","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-11",,,"0.40","0.0","0.0",,"41","33","    1",,"    1",,,,"    1",,"    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-12",,,"0.00","0.0","0.0",,"40","31",,,,,,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-13",,,"0.00","0.0","0.0",,"46","29",,,,,,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-14",,,"0.00","0.0","0.0",,"49","30",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-15",,,"0.00","0.0","0.0",,"43","26",,,,,,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-16",,,"0.00","0.0","0.0",,"38","22",,,,,,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-17",,,"0.00","0.0","0.0",,"45","31",,,,,,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-18",,,"0.30","2.9","2.0",,"40","22","    1",,,,,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-19",,,"0.00","0.0","2.0",,"30","17",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-20",,,"0.00","0.0","1.0",,"33","15",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-21",,,"0.00","0.0","0.0",,"48","32",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-22",,,"0.00","0.0","0.0",,"55","41",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-23",,,"0.59","0.0","0.0",,"61","46","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-24",,,"0.00","0.0","0.0",,"57","40",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-25",,,"0.09","0.0","0.0",,"50","39","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-26",,,"0.00","0.0","0.0",,"59","43","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-27",,,"0.01","0.0","0.0",,"62","48","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-28",,,"0.00","0.0","0.0",,"67","51",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-29",,,"0.00","0.0","0.0",,"63","46",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-30",,,"0.00","0.0","0.0",,"72","47",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-03-31",,,"0.14","0.0","0.0",,"48","38","    1",,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-01",,,"0.09","0.0","0.0",,"46","38","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-02",,,"0.00","0.0","0.0",,"53","36",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-03",,,"0.00","0.0","0.0",,"55","38","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-04",,,"0.00","0.0","0.0",,"56","43",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-05",,,"0.13","0.0","0.0",,"59","37",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-06",,,"1.08","0.0","0.0",,"54","45","    1",,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-07",,,"0.00","0.0","0.0",,"61","44",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-08",,,"0.04","0.0","0.0",,"55","43",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-09",,,"0.00","0.0","0.0",,"54","41",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-10",,,"0.00","0.0","0.0",,"63","40",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-11",,,"0.00","0.0","0.0",,"61","39",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-12",,,"0.00","0.0","0.0",,"61","42",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-13",,,"0.41","0.0","0.0",,"65","48","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-14",,,"0.00","0.0","0.0",,"78","50","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-15",,,"0.19","0.0","0.0",,"65","55","    1","    1",,,,"    1","    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-16",,,"0.00","0.0","0.0",,"58","38",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-17",,,"0.00","0.0","0.0",,"57","37",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-18",,,"0.32","0.0","0.0",,"49","44","    1",,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-19",,,"0.34","0.0","0.0",,"58","44",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-20",,,"0.00","0.0","0.0",,"67","42",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-21",,,"0.00","0.0","0.0",,"68","48",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-22",,,"0.62","0.0","0.0",,"63","48","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-23",,,"0.10","0.0","0.0",,"64","51",,"    1",,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-24",,,"0.00","0.0","0.0",,"64","46",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-25",,,"0.00","0.0","0.0",,"54","41",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-26",,,"0.00","0.0","0.0",,"60","46",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-27",,,"0.04","0.0","0.0",,"77","55",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-28",,,"0.00","0.0","0.0",,"63","48",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-29",,,"0.00","0.0","0.0",,"54","41",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-04-30",,,"0.00","0.0","0.0",,"67","47",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-01",,,"0.01","0.0","0.0",,"65","51","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-02",,,"1.31","0.0","0.0",,"65","55","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-03",,,"0.48","0.0","0.0",,"74","56","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-04",,,"0.00","0.0","0.0",,"76","51","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-05",,,"0.00","0.0","0.0",,"83","60",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-06",,,"0.59","0.0","0.0",,"86","62",,"    1",,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-07",,,"0.29","0.0","0.0",,"84","55","    1","    1",,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-08",,,"0.00","0.0","0.0",,"68","51",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-09",,,"0.00","0.0","0.0",,"66","51",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-10",,,"0.44","0.0","0.0",,"59","51","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-11",,,"0.00","0.0","0.0",,"60","49",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-12",,,"0.00","0.0","0.0",,"66","46",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-13",,,"0.00","0.0","0.0",,"69","48","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-14",,,"0.30","0.0","0.0",,"66","50",,"    1",,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-15",,,"0.00","0.0","0.0",,"70","53",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-16",,,"0.00","0.0","0.0",,"63","50","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-17",,,"0.00","0.0","0.0",,"70","53","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-18",,,"0.00","0.0","0.0",,"68","56","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-19",,,"0.00","0.0","0.0",,"87","60",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-20",,,"0.47","0.0","0.0",,"71","47","    1","    1",,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-21",,,"0.00","0.0","0.0",,"65","44",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-22",,,"1.56","0.0","0.0",,"62","52","    1","    1",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-23",,,"0.03","0.0","0.0",,"79","59","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-24",,,"0.34","0.0","0.0",,"75","58","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-25",,,"0.09","0.0","0.0",,"67","51",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-26",,,"0.02","0.0","0.0",,"60","45",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-27",,,"0.00","0.0","0.0",,"67","48",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-28",,,"0.00","0.0","0.0",,"63","49",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-29",,,"0.01","0.0","0.0",,"66","46",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-30",,,"0.00","0.0","0.0",,"70","45",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-05-31",,,"0.00","0.0","0.0",,"75","53",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-01",,,"0.00","0.0","0.0",,"73","53","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-02",,,"0.00","0.0","0.0",,"71","53","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-03",,,"0.00","0.0","0.0",,"70","52",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-04",,,"0.00","0.0","0.0",,"75","56","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-05",,,"0.00","0.0","0.0",,"76","65","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-06",,,"0.00","0.0","0.0",,"79","64","    1",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-07",,,"0.00","0.0","0.0",,"84","61",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-08",,,"0.00","0.0","0.0",,"73","53",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-09",,,"0.00","0.0","0.0",,"72","53",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-10",,,"0.00","0.0","0.0",,"69","55",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-11",,,"0.00","0.0","0.0",,"79","62",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-12",,,"0.00","0.0","0.0",,"80","66",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-13",,,"0.00","0.0","0.0",,"76","65",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-14",,,"0.00","0.0","0.0",,"76","65",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-15",,,"0.00","0.0","0.0",,"79","65",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-16",,,"0.00","0.0","0.0",,"82","67",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-17",,,"0.00","0.0","0.0",,"82","69",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-18",,,"0.00","0.0","0.0",,"82","70",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-19",,,"0.00","0.0","0.0",,"81","71",,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-20",,,"0.00","0.0","0.0",,"82","69",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-21",,,"0.00","0.0","0.0",,"87","73",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-22",,,"0.00","0.0","0.0",,"91","71",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-23",,,"0.00","0.0","0.0",,"88","68",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-24",,,"0.00","0.0","0.0",,"86","65",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-25",,,"0.00","0.0","0.0",,"85","71","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-26",,,"0.00","0.0","0.0",,"99","75",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-27",,,"0.00","0.0","0.0",,"93","66",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-28",,,"0.00","0.0","0.0",,"77","62",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-29",,,"0.00","0.0","0.0",,"75","60",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-06-30",,,"0.00","0.0","0.0",,"76","62",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-01",,,"0.00","0.0","0.0",,"81","62",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-02",,,"0.00","0.0","0.0",,"84","67","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-03",,,"0.00","0.0","0.0",,"92","72",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-04",,,"0.00","0.0","0.0",,"96","76",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-05",,,"0.00","0.0","0.0",,"96","76",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-06",,,"0.40","0.0","0.0",,"83","69",,"    1",,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-07",,,"0.03","0.0","0.0",,"80","64",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-08",,,"0.00","0.0","0.0",,"78","65",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-09",,,"0.00","0.0","0.0",,"78","65",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-10",,,"0.05","0.0","0.0",,"77","69","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-11",,,"0.00","0.0","0.0",,"84","67","    1",,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-12",,,"0.21","0.0","0.0",,"78","71","    1",,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-13",,,"0.67","0.0","0.0",,"83","70","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-14",,,"0.00","0.0","0.0",,"88","70",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-15",,,"0.00","0.0","0.0",,"83","72",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-16",,,"0.00","0.0","0.0",,"81","72",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-17",,,"0.83","0.0","0.0",,"76","70","    1","    1",,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-18",,,"0.00","0.0","0.0",,"90","74",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-19",,,"0.00","0.0","0.0",,"89","75","    1",,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-20",,,"0.00","0.0","0.0",,"87","75",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-21",,,"0.00","0.0","0.0",,"91","78",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-22",,,"0.00","0.0","0.0",,"94","76",,,,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-23",,,"0.00","0.0","0.0",,"91","73",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-24",,,"0.00","0.0","0.0",,"84","64",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-25",,,"0.16","0.0","0.0",,"90","71",,"    1",,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-26",,,"0.00","0.0","0.0",,"84","71",,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-27",,,"0.22","0.0","0.0",,"84","71","    1","    1",,,,,"    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1949-07-28",,,"0.00","0.0","0.0",,"98","70","    1","    1",,"    1",,,"    1",,"    1",
